1	5900001	47300001
5900001	11800001	47300001
11800001	17700001	47300001
17700001	23600001	47300001
23600001	29500001	47300001
29500001	35400001	47300001
35400001	47300001	47300001
66600001	71900001	141200001
71900001	77300001	141200001
77300001	82600001	141200001
82600001	87900001	141200001
87900001	93200001	141200001
93200001	98600001	141200001
98600001	103900001	141200001
103900001	109200001	141200001
109200001	114500001	141200001
114500001	119900001	141200001
119900001	125200001	141200001
125200001	130500001	141200001
130500001	135800001	141200001
135800001	141200001	141200001
