1	5800001	58700001
5800001	11700001	58700001
11700001	17600001	58700001
17600001	23400001	58700001
23400001	29300001	58700001
29300001	35200001	58700001
35200001	41000001	58700001
41000001	46900001	58700001
46900001	52800001	58700001
52800001	58700001	58700001
63300001	68600001	171100001
68600001	74000001	171100001
74000001	79400001	171100001
79400001	84800001	171100001
84800001	90200001	171100001
90200001	95600001	171100001
95600001	101000001	171100001
101000001	106400001	171100001
106400001	111800001	171100001
111800001	117200001	171100001
117200001	122500001	171100001
122500001	127900001	171100001
127900001	133300001	171100001
133300001	138700001	171100001
138700001	144100001	171100001
144100001	149500001	171100001
149500001	154900001	171100001
154900001	160300001	171100001
160300001	165700001	171100001
165700001	171100001	171100001
