1	6600001	33300001
6600001	13300001	33300001
13300001	19900001	33300001
19900001	26600001	33300001
26600001	33300001	33300001
38200001	43500001	133800001
43500001	48800001	133800001
48800001	54100001	133800001
54100001	59400001	133800001
59400001	64700001	133800001
64700001	70000001	133800001
70000001	75300001	133800001
75300001	80700001	133800001
80700001	86000001	133800001
86000001	91300001	133800001
91300001	96600001	133800001
96600001	101900001	133800001
101900001	107200001	133800001
107200001	112500001	133800001
112500001	117900001	133800001
117900001	123200001	133800001
123200001	128500001	133800001
128500001	133800001	133800001
