1	6100001	43100001
6100001	12300001	43100001
12300001	18400001	43100001
18400001	24600001	43100001
24600001	30700001	43100001
30700001	36900001	43100001
36900001	43100001	43100001
48100001	53500001	146300001
53500001	59000001	146300001
59000001	64400001	146300001
64400001	69900001	146300001
69900001	75300001	146300001
75300001	80800001	146300001
80800001	86300001	146300001
86300001	91700001	146300001
91700001	97200001	146300001
97200001	102600001	146300001
102600001	108100001	146300001
108100001	113600001	146300001
113600001	119000001	146300001
119000001	124500001	146300001
124500001	129900001	146300001
129900001	135400001	146300001
135400001	140900001	146300001
140900001	146300001	146300001
