1	6000001	48200001
6000001	12000001	48200001
12000001	18000001	48200001
18000001	24100001	48200001
24100001	30100001	48200001
30100001	36100001	48200001
36100001	42100001	48200001
42100001	48200001	48200001
52700001	58000001	191100001
58000001	63300001	191100001
63300001	68600001	191100001
68600001	74000001	191100001
74000001	79300001	191100001
79300001	84600001	191100001
84600001	89900001	191100001
89900001	95300001	191100001
95300001	100600001	191100001
100600001	105900001	191100001
105900001	111200001	191100001
111200001	116600001	191100001
116600001	121900001	191100001
121900001	127200001	191100001
127200001	132500001	191100001
132500001	137900001	191100001
137900001	143200001	191100001
143200001	148500001	191100001
148500001	153800001	191100001
153800001	159200001	191100001
159200001	164500001	191100001
164500001	169800001	191100001
169800001	175100001	191100001
175100001	180500001	191100001
180500001	185800001	191100001
185800001	191100001	191100001
