1	5200001	121500001
5200001	10500001	121500001
10500001	15800001	121500001
15800001	21100001	121500001
21100001	26400001	121500001
26400001	31600001	121500001
31600001	36900001	121500001
36900001	42200001	121500001
42200001	47500001	121500001
47500001	52800001	121500001
52800001	58100001	121500001
58100001	63300001	121500001
63300001	68600001	121500001
68600001	73900001	121500001
73900001	79200001	121500001
79200001	84500001	121500001
84500001	89800001	121500001
89800001	95000001	121500001
95000001	100300001	121500001
100300001	105600001	121500001
105600001	110900001	121500001
110900001	116200001	121500001
116200001	121500001	121500001
144500001	149800001	249200001
149800001	155000001	249200001
155000001	160200001	249200001
160200001	165500001	249200001
165500001	170700001	249200001
170700001	175900001	249200001
175900001	181200001	249200001
181200001	186400001	249200001
186400001	191600001	249200001
191600001	196900001	249200001
196900001	202100001	249200001
202100001	207300001	249200001
207300001	212600001	249200001
212600001	217800001	249200001
217800001	223000001	249200001
223000001	228300001	249200001
228300001	233500001	249200001
233500001	238700001	249200001
238700001	244000001	249200001
244000001	249200001	249200001
