1	5700001	46100001
5700001	11500001	46100001
11500001	17200001	46100001
17200001	23000001	46100001
23000001	28800001	46100001
28800001	34500001	46100001
34500001	40300001	46100001
40300001	46100001	46100001
50700001	55900001	180900001
55900001	61100001	180900001
61100001	66300001	180900001
66300001	71500001	180900001
71500001	76700001	180900001
76700001	81900001	180900001
81900001	87100001	180900001
87100001	92300001	180900001
92300001	97500001	180900001
97500001	102700001	180900001
102700001	107900001	180900001
107900001	113200001	180900001
113200001	118400001	180900001
118400001	123600001	180900001
123600001	128800001	180900001
128800001	134000001	180900001
134000001	139200001	180900001
139200001	144400001	180900001
144400001	149600001	180900001
149600001	154800001	180900001
154800001	160000001	180900001
160000001	165200001	180900001
165200001	170400001	180900001
170400001	175700001	180900001
175700001	180900001	180900001
