1	5800001	58000001
5800001	11600001	58000001
11600001	17400001	58000001
17400001	23200001	58000001
23200001	29000001	58000001
29000001	34800001	58000001
34800001	40600001	58000001
40600001	46400001	58000001
46400001	52200001	58000001
52200001	58000001	58000001
61700001	67100001	159100001
67100001	72500001	159100001
72500001	77900001	159100001
77900001	83300001	159100001
83300001	88700001	159100001
88700001	94100001	159100001
94100001	99500001	159100001
99500001	105000001	159100001
105000001	110400001	159100001
110400001	115800001	159100001
115800001	121200001	159100001
121200001	126600001	159100001
126600001	132000001	159100001
132000001	137400001	159100001
137400001	142800001	159100001
142800001	148300001	159100001
148300001	153700001	159100001
153700001	159100001	159100001
